Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Delta,Time
$SPX,4273.79,Call,4300,6/7/2023,2,5.4,5.55,5.7,5.4,4847,3218,1.51,11.56%,0.248927,16:14 ET
$SPX,4273.79,Call,4340,6/8/2023,3,1.45,1.55,1.65,1.5,769,512,1.5,11.45%,0.075632,16:06 ET
$SPX,4273.79,Call,4320,6/12/2023,7,8.3,8.6,8.9,8.47,1408,947,1.49,10.03%,0.242915,16:14 ET
$SPX,4273.79,Put,4200,6/7/2023,2,0.65,0.73,0.8,0.8,2762,1858,1.49,14.03%,-0.04387,16:08 ET
$SPX,4273.79,Put,3200,7/7/2023,32,0.8,0.9,1,0.9,1004,680,1.48,39.83%,-0.005407,13:23 ET
$SPX,4273.79,Call,4275,6/7/2023,2,15.3,15.5,15.7,14.82,1392,948,1.47,12.29%,0.501631,16:11 ET
$SPX,4273.79,Put,4300,6/16/2023,11,43.5,44.55,45.6,45.5,14919,10137,1.47,11.46%,-0.600998,15:59 ET
$SPX,4273.79,Put,4250,6/8/2023,3,7.5,7.7,7.9,8.3,837,574,1.46,11.39%,-0.280737,16:06 ET
$SPX,4273.79,Put,4250,6/12/2023,7,12.5,12.85,13.2,13.28,1362,937,1.45,10.25%,-0.324052,16:14 ET
$SPX,4273.79,Call,4310,6/8/2023,3,5.7,5.9,6.1,5.67,1020,714,1.43,11.69%,0.226258,16:06 ET
$SPX,4273.79,Put,3500,6/12/2023,7,0.05,0.13,0.2,0.1,582,411,1.42,48.33%,-0.00122,16:08 ET
$SPX,4273.79,Call,4525,8/18/2023,74,18.1,18.55,19,19.2,1541,1093,1.41,10.65%,0.172497,15:49 ET
$SPX,4273.79,Put,4280,6/9/2023,4,21.1,21.3,21.5,21.75,1256,899,1.4,10.71%,-0.535861,16:14 ET
$SPX,4273.79,Call,4230,6/6/2023,1,46.3,46.95,47.6,47.08,735,527,1.39,17.99%,0.867248,16:01 ET
$SPX,4273.79,Call,4280,6/7/2023,2,12.7,12.9,13.1,12.53,2197,1607,1.37,12.10%,0.449655,16:12 ET
$SPX,4273.79,Call,4255,6/6/2023,1,24.1,24.55,25,24.01,510,377,1.35,14.09%,0.732368,16:13 ET
$SPX,4273.79,Call,4500,6/12/2023,7,0.05,0.1,0.15,0.1,680,521,1.31,13.72%,0.003993,15:55 ET
$SPX,4273.79,Put,4130,6/9/2023,4,0.6,0.68,0.75,0.67,1563,1193,1.31,16.80%,-0.023619,16:05 ET
$SPX,4273.79,Call,4260,6/5/2023,0,13.4,15.2,17,15.5,3874,3027,1.28,6.35%,0.846921,15:59 ET
$SPX,4273.79,Put,4275,6/9/2023,4,18.7,18.95,19.2,19.3,2134,1677,1.27,10.85%,-0.493534,16:14 ET
$SPX,4273.79,Put,4280,6/16/2023,11,33.7,34.45,35.2,35,3060,2421,1.26,11.70%,-0.504206,16:15 ET
$SPX,4273.79,Put,4240,6/12/2023,7,10,10.3,10.6,10.6,595,473,1.26,10.63%,-0.273466,16:14 ET
$SPX,4273.79,Put,4125,6/7/2023,2,0.15,0.22,0.3,0.27,1579,1255,1.26,21.30%,-0.011569,15:53 ET
