Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
MANU,22.72,Call,30,2023-06-30,17,1,1.05,1.1,1.08,2041,382,5.34,161.21%,0.265706,"14:04 ET"
CCL,15.26,Put,11,2023-07-07,24,0.09,0.1,0.1,0.1,3377,632,5.34,89.57%,-0.060413,"13:14 ET"
IRDM,61,Call,65,2023-07-21,38,0.65,0.83,1,0.95,736,138,5.33,29.10%,0.2807,"13:47 ET"
TSLA,259.44,Call,272.5,2023-06-23,10,4.8,4.85,4.9,4.8,1656,311,5.32,58.65%,0.3126,"14:03 ET"
GME,27.31,Put,26,2023-06-16,3,0.52,0.55,0.58,0.52,3765,708,5.32,89.97%,-0.341504,"14:05 ET"
PLUG,10.89,Put,11,2023-06-23,10,0.77,0.78,0.79,0.77,664,125,5.31,97.84%,-0.496563,"13:37 ET"
BCE,46.55,Call,45,2023-06-16,3,1.4,1.6,1.8,1.25,16071,3038,5.29,33.86%,0.860398,"13:37 ET"
AMD,129.1,Call,132,2023-07-07,24,4.7,4.78,4.85,4.85,981,186,5.27,48.29%,0.440343,"14:04 ET"
CELH,147.42,Put,135,2023-07-21,38,3.5,3.7,3.9,3.52,1512,287,5.27,46.84%,-0.246847,"13:33 ET"
NVDA,408.26,Call,610,2023-07-21,38,0.61,0.63,0.65,0.68,626,119,5.26,59.12%,0.023081,"11:21 ET"
TSLA,259.44,Call,262.5,2023-06-16,3,4.55,4.57,4.6,4.62,16383,3122,5.25,68.13%,0.411562,"14:05 ET"
NIO,8.85,Call,8.5,2023-07-07,24,0.79,0.8,0.81,0.78,3767,721,5.22,64.75%,0.642617,"13:51 ET"
RIOT,10.26,Call,11,2023-07-28,45,1.09,1.14,1.19,1.13,812,156,5.21,98.61%,0.492737,"12:08 ET"
CHPT,9.75,Call,16,2024-01-19,220,0.48,0.53,0.59,0.48,5005,961,5.21,60.75%,0.224579,"13:52 ET"
AMD,129.1,Put,126,2023-06-23,10,3.15,3.2,3.25,3.1,2051,396,5.18,50.74%,-0.398541,"13:59 ET"
TSLA,259.44,Put,250,2023-06-23,10,5.55,5.6,5.65,5.65,11632,2247,5.18,55.66%,-0.339642,"14:04 ET"
FSLY,17.63,Call,19,2023-06-16,3,0.11,0.14,0.16,0.12,624,121,5.16,82.44%,0.174725,"13:16 ET"
GME,27.31,Put,25.5,2023-06-16,3,0.33,0.35,0.37,0.37,1647,321,5.13,91.76%,-0.26253,"14:03 ET"
AI,43.73,Call,61,2023-06-16,3,0.05,0.1,0.15,0.12,589,115,5.12,211.43%,0.038978,"14:02 ET"
TSLA,259.44,Put,260,2023-06-30,17,12.95,13,13.05,12.97,1226,240,5.11,55.57%,-0.492041,"14:03 ET"
MRTX,38.1,Call,40,2023-07-21,38,2.05,2.25,2.45,2.3,1075,211,5.09,63.08%,0.446261,"12:56 ET"
AMD,129.1,Call,137,2023-06-23,10,1.75,1.78,1.81,1.68,1349,265,5.09,56.64%,0.257626,"14:03 ET"
ORCL,117.68,Call,121,2023-06-23,10,1.03,1.08,1.13,1.06,1026,202,5.08,29.00%,0.302183,"13:55 ET"
CAT,246.18,Call,247.5,2023-06-16,3,2.54,2.65,2.75,2.65,3185,629,5.06,35.87%,0.448283,"14:03 ET"
AMD,129.1,Call,134,2023-06-23,10,2.39,2.43,2.46,2.36,1743,346,5.04,54.68%,0.332645,"14:04 ET"
NFLX,435.87,Call,435,2023-06-16,3,6.75,6.88,7,6.8,13744,2737,5.02,44.61%,0.498353,"14:04 ET"
NETI,10.87,Call,12.5,2023-07-21,38,0.65,0.75,0.85,0.85,1019,204,5,100.69%,0.401421,"12:40 ET"
NVDA,408.26,Put,395,2023-06-30,17,8.9,8.98,9.05,9.05,783,157,4.99,42.54%,-0.344617,"14:04 ET"
NVDA,408.26,Call,425,2023-06-23,10,5.7,5.75,5.8,5.78,12718,2547,4.99,45.68%,0.305626,"14:04 ET"
TSLA,259.44,Put,267.5,2023-06-16,3,12.05,12.13,12.2,12.12,662,133,4.98,69.34%,-0.698932,"14:05 ET"
TSLA,259.44,Call,297.5,2023-06-16,3,0.32,0.33,0.33,0.39,2517,507,4.96,87.09%,0.040512,"14:00 ET"
V,224.33,Call,232.5,2023-06-16,3,0.1,0.11,0.11,0.1,6370,1284,4.96,24.95%,0.047965,"14:04 ET"
TSLA,259.44,Call,260,2023-06-23,10,8.95,8.98,9,9.01,23742,4783,4.96,56.33%,0.496493,"14:04 ET"
AMD,129.1,Put,131,2023-06-16,3,4.85,4.93,5,4.79,1717,349,4.92,71.26%,-0.619239,"14:02 ET"
UNH,492.38,Call,520,2023-06-30,17,0.7,0.81,0.92,0.93,626,128,4.89,18.23%,0.091368,"13:33 ET"
FAST,56.09,Call,60,2023-07-21,38,0.35,0.4,0.45,0.35,586,120,4.88,20.79%,0.177336,"13:26 ET"
BP,35.28,Call,37,2023-07-07,24,0.22,0.23,0.24,0.24,1039,213,4.88,22.77%,0.211379,"13:08 ET"
AMZN,126.52,Put,126,2023-06-23,10,2.25,2.26,2.28,2.24,1460,299,4.88,30.21%,-0.458462,"14:04 ET"
CCJ,31.56,Call,36,2023-07-21,38,0.29,0.3,0.31,0.29,2592,531,4.88,36.65%,0.156394,"13:38 ET"
RIVN,15.36,Call,15,2023-06-30,17,1.23,1.26,1.28,1.25,4353,892,4.88,80.49%,0.59151,"14:01 ET"
U,38.54,Put,37,2023-06-16,3,0.56,0.59,0.61,0.5,1053,217,4.85,80.14%,-0.314083,"14:00 ET"
GMDA,2.095,Call,4,2023-12-15,185,0.2,0.25,0.3,0.2,1150,237,4.85,98.90%,0.297397,"09:49 ET"
TDOC,25.43,Put,24,2023-06-23,10,0.32,0.34,0.36,0.34,507,105,4.83,51.79%,-0.251356,"14:03 ET"
GME,27.31,Put,23.75,2023-08-18,66,1.84,1.98,2.11,1.8,713,148,4.82,78.82%,-0.291429,"13:10 ET"
HASI,26.37,Put,22.5,2023-07-21,38,0.35,0.4,0.45,0.4,1481,309,4.79,54.41%,-0.15204,"10:43 ET"
TSM,108.04,Put,108,2023-06-16,3,1.92,1.94,1.97,2.1,539,113,4.77,49.81%,-0.491227,"13:21 ET"
OPEN,2.94,Call,3.5,2023-06-30,17,0.14,0.16,0.18,0.17,867,182,4.76,145.59%,0.33216,"13:28 ET"
NCLH,19.44,Call,19,2023-07-07,24,1.25,1.27,1.29,1.25,962,205,4.69,50.79%,0.600551,"13:58 ET"
IEP,31.12,Put,28.5,2023-06-16,3,0.2,0.25,0.3,0.26,538,115,4.68,99.91%,-0.166685,"13:34 ET"
PWR,185.06,Call,195,2023-08-18,66,4.6,4.75,4.9,4.62,706,151,4.68,25.02%,0.363595,"14:00 ET"
COIN,52.36,Put,42,2023-06-23,10,0.45,0.46,0.48,0.45,927,199,4.66,106.04%,-0.097402,"13:59 ET"
AMZN,126.52,Call,125,2023-12-15,185,14.15,14.23,14.3,14.25,3913,841,4.65,33.40%,0.610064,"13:56 ET"
TSLA,259.44,Put,255,2023-07-21,38,17.25,17.3,17.35,17.33,1986,428,4.64,59.26%,-0.426838,"14:02 ET"
ORCL,117.68,Call,119,2023-06-16,3,1.1,1.14,1.18,1.13,3418,738,4.63,38.74%,0.393828,"14:05 ET"
ADBE,476.39,Call,500,2023-08-18,66,22.6,22.8,23,23.07,563,122,4.61,38.12%,0.436488,"14:03 ET"
ORCL,117.68,Call,123,2023-06-23,10,0.62,0.66,0.7,0.69,1306,284,4.6,30.68%,0.209042,"14:03 ET"
MO,45.81,Call,45,2023-12-15,185,2.17,2.23,2.29,2.25,1831,400,4.58,16.40%,0.549142,"13:39 ET"
PLAY,46.38,Call,60,2023-07-21,38,0.3,0.35,0.4,0.3,1385,303,4.57,52.85%,0.08744,"14:01 ET"
GME,27.31,Call,29.5,2023-06-16,3,0.39,0.46,0.52,0.48,1685,369,4.57,142.54%,0.248143,"14:03 ET"
NVDA,408.26,Call,430,2023-06-23,10,4.6,4.65,4.7,4.6,5011,1097,4.57,46.09%,0.255808,"14:04 ET"
GME,27.31,Put,26.5,2023-06-16,3,0.77,0.8,0.84,0.79,712,156,4.56,96.41%,-0.433047,"14:04 ET"
MO,45.81,Put,50,2023-06-16,3,5.05,5.1,5.15,5.1,4391,962,4.56,142.41%,-0.729479,"13:01 ET"
NFLX,435.87,Call,430,2023-06-23,10,13.1,13.27,13.45,13.48,2484,546,4.55,37.15%,0.58653,"14:04 ET"
MU,68.24,Put,68,2023-06-16,3,0.87,0.88,0.89,0.91,8325,1828,4.55,38.86%,-0.467209,"14:03 ET"
AI,43.73,Call,54,2023-06-16,3,0.25,0.28,0.3,0.25,900,199,4.52,177.60%,0.084546,"14:04 ET"
AI,43.73,Call,50,2023-06-23,10,1.45,1.53,1.6,1.5,5253,1161,4.52,136.31%,0.280754,"14:04 ET"
INTC,33.69,Call,36.5,2023-06-23,10,0.22,0.23,0.23,0.24,974,217,4.49,48.00%,0.164466,"14:02 ET"
INTC,33.69,Call,33.5,2023-06-30,17,1.28,1.29,1.3,1.32,1636,365,4.48,41.54%,0.540691,"13:52 ET"
DE,399.32,Call,405,2023-06-16,3,2.33,2.44,2.55,2.56,517,116,4.46,32.29%,0.324524,"14:04 ET"
RF,18.48,Put,19,2023-07-21,38,1.05,1.13,1.2,1.25,543,122,4.45,34.45%,-0.580299,"10:53 ET"
RCL,95.37,Put,95,2024-06-21,374,13.55,13.68,13.8,13.86,1505,338,4.45,42.31%,-0.382368,"12:47 ET"
NVDA,408.26,Call,405,2023-06-16,3,8.75,8.83,8.9,8.81,40191,9025,4.45,51.35%,0.560101,"14:05 ET"
PLAY,46.38,Call,50,2023-06-16,3,0.25,0.28,0.3,0.3,4575,1031,4.44,77.92%,0.174617,"14:01 ET"
PCT,8.49,Call,8,2023-07-21,38,1.25,1.33,1.4,1.3,1121,254,4.41,95.60%,0.643044,"13:56 ET"
BIDU,143.8,Put,140,2023-07-21,38,5.9,5.95,6,6,592,135,4.39,44.28%,-0.385114,"13:08 ET"
AMZN,126.52,Call,133,2023-06-23,10,0.68,0.69,0.69,0.73,4065,926,4.39,32.81%,0.186822,"14:02 ET"
TSLA,259.44,Call,267.5,2023-06-16,3,3.05,3.1,3.15,3.1,6933,1588,4.37,70.33%,0.304845,"14:05 ET"
TSLA,259.44,Put,240,2023-06-23,10,2.71,2.73,2.74,2.7,11380,2611,4.36,55.88%,-0.196501,"14:05 ET"
BNTX,115.33,Call,125,2023-07-21,38,2.4,2.85,3.3,2.75,749,172,4.35,39.51%,0.309976,"12:50 ET"
FCX,39.81,Call,39,2023-07-07,24,1.92,1.94,1.96,2.02,1014,233,4.35,34.85%,0.624983,"11:34 ET"
RIVN,15.36,Call,18.5,2023-06-23,10,0.17,0.18,0.19,0.19,894,206,4.34,101.18%,0.152808,"13:52 ET"
RKT,9.43,Call,9,2023-06-23,10,0.51,0.54,0.57,0.59,1314,303,4.34,43.76%,0.755719,"13:49 ET"
COF,113.56,Put,85,2023-12-15,185,2.25,2.33,2.4,2.25,880,203,4.33,41.56%,-0.119543,"13:46 ET"
OSTK,21.14,Call,23,2023-06-16,3,0.2,0.23,0.25,0.25,941,218,4.32,111.98%,0.214813,"13:56 ET"
GME,27.31,Call,28,2023-06-23,10,1.06,1.12,1.18,1.06,2882,667,4.32,87.52%,0.410948,"14:04 ET"
TSLA,259.44,Call,335,2023-06-23,10,0.33,0.34,0.34,0.33,3214,744,4.32,78.40%,0.026938,"14:04 ET"
TSM,108.04,Call,130,2023-06-30,17,0.16,0.17,0.17,0.16,720,167,4.31,46.72%,0.038001,"14:03 ET"
BBY,77.24,Call,71,2023-06-16,3,6.3,6.38,6.45,6.2,511,119,4.29,56.00%,0.957099,"13:38 ET"
AI,43.73,Call,42,2023-06-16,3,2.45,2.5,2.55,2.54,7613,1775,4.29,141.30%,0.577838,"14:04 ET"
PTON,9.6,Call,9.5,2023-06-23,10,0.6,0.61,0.62,0.63,3711,873,4.25,90.71%,0.55163,"14:02 ET"
TSLA,259.44,Call,265,2023-06-16,3,3.75,3.78,3.8,3.82,50340,11908,4.23,69.24%,0.355695,"14:05 ET"
DXCM,126.89,Call,140,2023-07-21,38,1.45,1.53,1.6,1.5,912,216,4.22,33.46%,0.205175,"13:32 ET"
COIN,52.36,Call,80,2023-08-18,66,1.75,1.8,1.84,1.85,4424,1054,4.2,92.67%,0.189705,"14:04 ET"
BABA,87.71,Call,92,2023-07-07,24,2.19,2.23,2.27,2.29,578,138,4.19,42.17%,0.364223,"13:28 ET"
AI,43.73,Call,55,2023-06-23,10,0.8,0.88,0.95,1.04,1164,278,4.19,144.86%,0.176162,"13:58 ET"
BABA,87.71,Put,88,2023-06-16,3,1.56,1.59,1.61,1.56,1358,324,4.19,46.40%,-0.510049,"14:02 ET"
STLA,16.86,Put,14,2023-09-15,94,0.15,0.18,0.2,0.17,6000,1431,4.19,34.37%,-0.111215,"13:09 ET"
UPST,36.59,Call,36,2023-06-16,3,1.77,1.81,1.85,1.81,3684,882,4.18,134.01%,0.535715,"14:04 ET"
NEM,42.29,Put,45,2023-07-21,38,3.05,3.1,3.15,3.17,4432,1060,4.18,26.15%,-0.744775,"10:46 ET"
TAL,6.32,Call,6.5,2023-06-23,10,0.14,0.16,0.17,0.14,605,145,4.17,51.27%,0.389196,"12:29 ET"
DAL,41.36,Call,41.5,2023-06-16,3,0.42,0.43,0.44,0.42,1468,353,4.16,32.74%,0.458067,"14:01 ET"
QS,7.61,Call,7.5,2023-06-23,10,0.5,0.52,0.53,0.5,2839,682,4.16,94.02%,0.553192,"14:03 ET"
AMD,129.1,Put,133,2023-06-16,3,6.25,6.38,6.5,6.32,647,156,4.15,71.84%,-0.703328,"13:32 ET"
TOST,23.5,Call,25,2023-06-30,17,0.3,0.35,0.4,0.26,795,192,4.14,44.14%,0.269236,"10:14 ET"
AI,43.73,Call,51,2023-06-16,3,0.4,0.43,0.45,0.45,910,220,4.14,170.47%,0.14243,"14:04 ET"
BABA,87.71,Call,115,2023-06-30,17,0.16,0.17,0.17,0.16,804,195,4.12,65.51%,0.034287,"12:39 ET"
GME,27.31,Call,27,2023-06-16,3,0.86,0.87,0.87,0.86,12787,3107,4.12,98.77%,0.483536,"14:04 ET"
AMZN,126.52,Call,128,2023-07-14,31,3.7,3.73,3.75,3.82,1045,255,4.1,28.72%,0.476688,"14:02 ET"
NVDA,408.26,Put,400,2023-06-23,10,7.7,7.75,7.8,7.81,4009,980,4.09,42.05%,-0.378563,"14:04 ET"
ORCL,117.68,Call,125,2023-06-23,10,0.39,0.42,0.44,0.4,5143,1257,4.09,31.15%,0.133597,"13:57 ET"
BABA,87.71,Put,97,2023-07-14,31,10.3,10.45,10.6,10.1,800,196,4.08,44.34%,-0.758585,"10:29 ET"
TDC,50.71,Call,55,2023-10-20,129,2.45,2.48,2.5,2.45,2095,513,4.08,31.20%,0.403655,"13:57 ET"
TSLA,259.44,Put,245,2023-06-16,3,1.5,1.51,1.52,1.5,33228,8172,4.07,65.36%,-0.17664,"14:05 ET"
CVNA,23.94,Call,23.5,2023-06-16,3,1.83,1.9,1.96,1.84,1654,407,4.06,212.14%,0.544865,"14:03 ET"
U,38.54,Call,42,2023-06-16,3,0.31,0.32,0.32,0.35,1415,349,4.05,103.97%,0.170584,"14:01 ET"
AI,43.73,Call,60,2023-07-21,38,2,2.1,2.2,2.08,1953,482,4.05,120.21%,0.251734,"14:03 ET"
OPEN,2.94,Call,3,2023-06-30,17,0.27,0.29,0.31,0.32,4277,1056,4.05,132.28%,0.512871,"14:01 ET"
ANET,168.08,Put,145,2023-09-15,94,3.8,3.95,4.1,4,1148,284,4.04,40.52%,-0.191156,"11:56 ET"
INTC,33.69,Call,45,2023-08-18,66,0.19,0.2,0.2,0.2,2527,625,4.04,44.32%,0.075473,"13:33 ET"
ORCL,117.68,Put,117,2023-06-16,3,1.15,1.19,1.23,1.14,5851,1464,4,36.72%,-0.412257,"14:04 ET"
AI,43.73,Call,49,2023-06-16,3,0.6,0.63,0.65,0.66,1152,289,3.99,161.32%,0.193482,"14:04 ET"
AI,43.73,Call,42,2023-06-23,10,3.7,3.8,3.9,3.9,1441,362,3.98,125.75%,0.575422,"14:02 ET"
CRM,209.66,Put,207.5,2023-06-23,10,3.1,3.15,3.2,3.13,936,236,3.97,30.06%,-0.407313,"13:48 ET"
CVS,72.64,Call,73,2023-06-23,10,0.9,0.93,0.95,0.93,2068,521,3.97,23.41%,0.449223,"13:56 ET"
GOOGL,123.89,Call,90,2024-09-20,465,41.2,42.4,43.6,43.05,999,252,3.96,35.30%,0.877701,"12:56 ET"
NFLX,435.87,Put,390,2023-06-16,3,0.09,0.1,0.11,0.11,6811,1722,3.96,55.04%,-0.014162,"14:03 ET"
DXC,27.05,Call,28,2023-08-18,66,1.2,1.28,1.35,1.2,513,130,3.95,32.70%,0.456015,"13:56 ET"
AMD,129.1,Put,127,2023-06-30,17,4.7,4.75,4.8,4.77,659,167,3.95,49.67%,-0.438343,"14:03 ET"
UPST,36.59,Call,36,2023-06-23,10,2.63,2.68,2.73,2.71,935,237,3.95,110.63%,0.546198,"14:04 ET"
NVO,157.7,Call,162.5,2023-06-16,3,0.2,0.3,0.4,0.3,792,201,3.94,30.06%,0.138896,"12:33 ET"
AI,43.73,Call,45,2023-06-16,3,1.35,1.38,1.4,1.39,17366,4409,3.94,148.80%,0.375088,"14:04 ET"
TSLA,259.44,Put,277.5,2023-06-16,3,20.35,20.45,20.55,20.25,798,203,3.93,74.31%,-0.848527,"14:04 ET"
TSLA,259.44,Call,252.5,2023-06-30,17,15.6,15.7,15.8,15.65,1383,353,3.92,55.52%,0.606142,"14:03 ET"
TSLA,259.44,Put,262.5,2023-06-16,3,8.55,8.6,8.65,8.59,2175,555,3.92,67.20%,-0.590646,"14:05 ET"
TSLA,259.44,Call,262.5,2023-06-30,17,10.85,10.9,10.95,10.8,886,227,3.9,56.34%,0.479116,"14:03 ET"
DHI,116.5,Put,125,2023-08-18,66,9.8,9.95,10.1,9.92,748,193,3.88,25.09%,-0.724388,"13:57 ET"
ORCL,117.68,Put,120,2023-08-18,66,5.4,5.53,5.65,5.54,557,144,3.87,23.63%,-0.53682,"14:02 ET"
ADP,220.21,Put,200,2023-07-21,38,0.5,0.55,0.6,0.55,804,208,3.87,21.99%,-0.076185,"12:43 ET"
QS,7.61,Put,8,2023-06-16,3,0.62,0.64,0.66,0.66,585,152,3.85,142.62%,-0.646476,"14:03 ET"
TSLA,259.44,Put,252.5,2023-06-30,17,9.2,9.25,9.3,9.2,1040,270,3.85,55.13%,-0.394921,"14:04 ET"
UPST,36.59,Put,34.5,2023-06-16,3,0.95,0.99,1.02,0.9,995,259,3.84,131.17%,-0.327637,"14:02 ET"
BBY,77.24,Call,72.5,2023-06-16,3,4.8,4.88,4.95,4.7,5104,1332,3.83,44.68%,0.948048,"13:38 ET"
XOM,106.94,Call,65,2024-06-21,374,43,43.28,43.55,42.95,546,143,3.82,38.29%,0.919606,"12:31 ET"
NET,68.35,Put,40,2023-11-17,157,1.44,1.51,1.57,1.47,1948,513,3.8,72.57%,-0.081384,"13:39 ET"
EOG,114.43,Call,110,2023-07-21,38,6.9,7,7.1,7.1,592,156,3.79,33.07%,0.653926,"13:50 ET"
WBD,14.01,Call,15.5,2023-06-30,17,0.14,0.15,0.16,0.16,631,167,3.78,50.70%,0.197466,"13:09 ET"
FCX,39.81,Call,41,2023-06-23,10,0.46,0.47,0.48,0.45,884,234,3.78,34.11%,0.327898,"13:54 ET"
CRM,209.66,Call,235,2023-06-23,10,0.26,0.27,0.28,0.28,5946,1572,3.78,40.67%,0.048866,"13:50 ET"
TSLA,259.44,Call,267.5,2023-06-23,10,6.15,6.2,6.25,6.2,1738,462,3.76,57.67%,0.380434,"14:04 ET"
INTC,33.69,Put,33.5,2023-06-23,10,0.85,0.86,0.87,0.86,675,180,3.75,42.57%,-0.457063,"13:59 ET"
META,271.3,Call,277.5,2023-06-16,3,1.33,1.35,1.36,1.35,5988,1604,3.73,39.14%,0.242313,"14:05 ET"
ORCL,117.68,Put,125,2023-08-18,66,8.85,8.93,9,8.25,532,143,3.72,24.30%,-0.693167,"11:22 ET"
PBR,13.19,Call,13.5,2023-06-23,10,0.22,0.24,0.25,0.23,636,171,3.72,40.27%,0.386364,"13:44 ET"
TM,158.6,Call,160,2023-07-21,38,3.3,3.4,3.5,3.4,1333,360,3.7,18.80%,0.473002,"13:06 ET"
ORCL,117.68,Put,115,2023-08-18,66,3.15,3.18,3.2,3.2,1874,506,3.7,24.13%,-0.36722,"13:49 ET"
AFRM,18.95,Put,19,2023-06-16,3,1.02,1.03,1.03,0.92,1732,471,3.68,130.15%,-0.523735,"13:51 ET"
CVNA,23.94,Put,23,2023-06-16,3,1.54,1.56,1.58,1.55,3830,1041,3.68,216.83%,-0.411563,"14:02 ET"
TSLA,259.44,Put,233.33,2023-06-16,3,0.37,0.38,0.38,0.38,7127,1948,3.66,71.00%,-0.052869,"14:05 ET"
AAPL,183.01,Call,182.5,2023-06-30,17,3.45,3.48,3.5,3.42,1867,513,3.64,19.14%,0.555236,"14:03 ET"
NFLX,435.87,Call,440,2023-06-16,3,4.8,4.9,5,4.85,10373,2855,3.63,45.81%,0.390448,"14:05 ET"
NKE,106.95,Call,108,2023-06-23,10,1.23,1.25,1.26,1.26,1695,470,3.61,23.82%,0.419601,"13:45 ET"
TRUP,27.01,Put,25,2023-07-21,38,2.5,2.6,2.7,2.75,2635,730,3.61,104.50%,-0.351189,"12:50 ET"
UPST,36.59,Call,35.5,2023-06-16,3,1.97,2.03,2.08,2.1,1299,361,3.6,130.88%,0.581922,"14:02 ET"
SOFI,9.48,Call,10,2023-07-28,45,0.73,0.76,0.78,0.75,1427,396,3.6,72.80%,0.468688,"14:04 ET"
ACRS,9.88,Call,11,2023-12-15,185,3.1,3.4,3.7,3.6,546,152,3.59,145.66%,0.666568,"11:39 ET"
BBY,77.24,Call,67.5,2023-06-16,3,9.8,9.88,9.95,9.7,1020,284,3.59,82.18%,0.969124,"13:38 ET"
NVDA,408.26,Put,405,2023-07-21,38,19.45,19.53,19.6,19.3,1198,334,3.59,41.31%,-0.44494,"14:01 ET"
AMZN,126.52,Put,127,2023-06-23,10,2.77,2.78,2.79,2.64,2011,560,3.59,30.28%,-0.521861,"13:35 ET"
CNQ,56.55,Put,50,2023-07-21,38,0.25,0.33,0.4,0.35,501,140,3.58,33.05%,-0.113713,"11:43 ET"
NVDA,408.26,Put,325,2023-08-18,66,3.45,3.53,3.6,3.54,3420,954,3.58,44.49%,-0.091394,"13:58 ET"
ORCL,117.68,Put,120,2023-07-21,38,4.6,4.68,4.75,4.8,3195,895,3.57,24.22%,-0.56662,"13:58 ET"
ORCL,117.68,Put,115,2023-06-23,10,0.96,0.99,1.01,0.98,1628,457,3.56,27.55%,-0.286013,"14:05 ET"
TSLA,259.44,Put,237.5,2023-06-23,10,2.24,2.26,2.27,2.21,2476,696,3.56,56.31%,-0.168323,"14:04 ET"
DAL,41.36,Call,41,2023-06-23,10,0.95,0.96,0.97,1,750,211,3.55,27.53%,0.591745,"13:44 ET"
TSLA,259.44,Put,242.5,2023-06-23,10,3.25,3.28,3.3,3.3,2858,808,3.54,55.69%,-0.22836,"14:04 ET"
GME,27.31,Call,32,2023-07-21,38,1.25,1.36,1.47,1.37,624,177,3.53,87.90%,0.320349,"14:03 ET"
PWR,185.06,Call,185,2023-08-18,66,9.1,9.25,9.4,9.17,751,213,3.53,26.34%,0.557269,"14:00 ET"
BBY,77.24,Call,72,2023-06-16,3,5.3,5.38,5.45,5.2,1020,289,3.53,48.47%,0.951502,"13:38 ET"
RIVN,15.36,Call,15.5,2023-06-16,3,0.5,0.51,0.52,0.51,15034,4257,3.53,104.27%,0.478209,"14:04 ET"
TSM,108.04,Put,110,2023-06-16,3,3.2,3.28,3.35,3.5,546,155,3.52,53.96%,-0.637525,"13:12 ET"
TSLA,259.44,Call,282.5,2023-06-23,10,2.97,3.01,3.05,3,907,258,3.52,62.04%,0.209763,"14:05 ET"
PLAY,46.38,Call,45,2023-07-21,38,3.6,3.7,3.8,3.54,2447,696,3.52,44.84%,0.641059,"13:53 ET"
ORCL,117.68,Call,121,2023-06-16,3,0.58,0.62,0.65,0.65,2745,780,3.52,42.10%,0.247706,"14:04 ET"
NVDA,408.26,Put,395,2023-06-16,3,2.59,2.62,2.64,2.61,12320,3498,3.52,49.42%,-0.238128,"14:05 ET"
PTON,9.6,Put,7,2024-06-21,374,1.41,1.44,1.47,1.46,800,228,3.51,84.14%,-0.201268,"12:26 ET"
GME,27.31,Put,25,2023-08-18,66,2.41,2.58,2.74,2.45,1071,305,3.51,76.97%,-0.345912,"13:47 ET"
BBY,77.24,Call,70,2023-06-16,3,7.3,7.38,7.45,7.2,2891,823,3.51,63.48%,0.961449,"13:38 ET"
TSLA,259.44,Call,260,2023-07-28,45,21.05,21.2,21.35,22.05,642,184,3.49,58.73%,0.540889,"13:58 ET"
CVNA,23.94,Call,21.5,2023-06-16,3,2.94,3,3.05,3,5260,1509,3.49,218.17%,0.713878,"14:04 ET"
BBY,77.24,Call,69,2023-06-16,3,8.3,8.38,8.45,8.2,1021,293,3.48,70.96%,0.964955,"13:38 ET"
AMD,129.1,Call,137,2023-06-16,3,0.83,0.86,0.88,0.78,5033,1448,3.48,77.31%,0.180935,"14:04 ET"
TSLA,259.44,Put,250,2023-07-21,38,14.9,14.93,14.95,15.05,11357,3260,3.48,59.23%,-0.386333,"14:03 ET"
TSLA,259.44,Put,275,2023-07-21,38,29,29.08,29.15,29.17,732,211,3.47,59.74%,-0.58389,"13:13 ET"
CRM,209.66,Call,222.5,2023-06-23,10,0.89,0.92,0.95,0.96,1055,304,3.47,34.02%,0.153521,"13:58 ET"
NVDA,408.26,Call,470,2023-06-23,10,0.96,0.98,0.99,0.96,3126,901,3.47,54.31%,0.062537,"14:04 ET"
U,38.54,Call,39,2023-06-16,3,0.85,0.87,0.88,0.96,5076,1462,3.47,86.91%,0.414854,"13:57 ET"
U,38.54,Call,50,2023-11-17,157,3.45,3.53,3.6,3.6,1162,336,3.46,69.37%,0.377157,"13:21 ET"
NVDA,408.26,Put,400,2023-06-16,3,4.1,4.13,4.15,4.13,27856,8053,3.46,49.58%,-0.333566,"14:05 ET"
NIO,8.85,Put,8,2023-07-07,24,0.22,0.23,0.23,0.23,1358,397,3.42,66.43%,-0.237665,"13:53 ET"
ORCL,117.68,Put,115,2023-07-21,38,2.19,2.24,2.28,2.2,4147,1211,3.42,23.91%,-0.347617,"14:03 ET"
AMD,129.1,Call,129,2023-06-16,3,2.77,2.8,2.83,2.77,14464,4230,3.42,67.81%,0.472105,"14:04 ET"
AZN,74.17,Call,75,2023-06-30,17,1.18,1.35,1.51,1.38,3021,886,3.41,27.04%,0.441824,"13:14 ET"
JPM,142.36,Call,145,2023-06-23,10,0.55,0.57,0.58,0.58,3003,882,3.4,16.35%,0.254328,"14:03 ET"
NFLX,435.87,Put,420,2023-06-16,3,1.67,1.7,1.73,1.72,5571,1643,3.39,42.69%,-0.184155,"14:05 ET"
AMD,129.1,Call,131,2023-06-30,17,4.4,4.48,4.55,4.45,1095,324,3.38,50.55%,0.450111,"14:04 ET"
TSLA,259.44,Put,260,2023-08-18,66,24.1,24.15,24.2,24.15,2009,594,3.38,55.73%,-0.45261,"14:03 ET"
SIMO,70.67,Put,45,2023-07-21,38,0.35,0.58,0.8,0.55,737,219,3.37,96.57%,-0.052373,"13:10 ET"
ORCL,117.68,Put,125,2023-07-21,38,8.2,8.3,8.4,8.4,692,206,3.36,26.36%,-0.742277,"13:59 ET"
