Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
MARA,12.25,Call,15,2023-06-23,2,0.16,0.17,0.17,0.17,4673,1901,2.46,234.50%,0.161144,"11:12 ET"
TSLA,267.97,Put,262.5,2023-06-23,2,5.95,5.98,6,6,13674,5565,2.46,76.45%,-0.493029,"11:13 ET"
AMD,112.93,Call,115,2023-07-07,16,3.05,3.08,3.1,3.1,519,212,2.45,46.16%,0.416994,"11:12 ET"
LCID,6.09,Call,6,2023-07-07,16,0.38,0.39,0.4,0.4,569,232,2.45,76.49%,0.545653,"11:11 ET"
NVDA,423.2,Put,425,2023-06-23,2,7.95,7.98,8,8,18982,7746,2.45,52.49%,-0.5577,"11:13 ET"
CIFR,3,Put,5,2023-09-15,86,2.2,2.3,2.4,2.25,615,252,2.44,131.46%,-0.686119,"11:04 ET"
TSLA,267.97,Put,260,2023-06-23,2,4.75,4.78,4.8,4.75,40046,16529,2.42,75.85%,-0.425533,"11:13 ET"
GOOG,121.2,Call,124,2023-07-21,30,2.39,2.44,2.49,2.44,560,233,2.4,25.03%,0.407239,"11:12 ET"
PM,95.59,Call,95,2023-08-18,58,2.65,2.72,2.8,2.58,642,268,2.4,15.50%,0.559408,"10:42 ET"
KC,6.23,Put,5,2023-08-18,58,0.25,0.3,0.35,0.25,894,372,2.4,78.57%,-0.198931,"09:30 ET"
PLTR,14.63,Call,14,2023-06-23,2,0.7,0.71,0.71,0.71,3673,1533,2.4,97.22%,0.701432,"11:13 ET"
AMZN,124.82,Call,124,2023-06-23,2,1.4,1.41,1.42,1.41,4183,1752,2.39,38.80%,0.50344,"11:12 ET"
PDD,73.4,Call,85,2023-06-30,9,0.23,0.25,0.27,0.25,3667,1543,2.38,63.60%,0.078548,"11:08 ET"
MARA,12.25,Call,12.5,2023-07-07,16,1.25,1.29,1.32,1.24,1147,483,2.37,125.41%,0.548334,"11:08 ET"
MO,43.88,Call,45,2023-08-18,58,0.76,0.77,0.77,0.75,1266,536,2.36,17.90%,0.369749,"11:04 ET"
FDX,226.63,Put,225,2023-06-23,2,1.25,1.31,1.37,1.25,3729,1589,2.35,38.07%,-0.301325,"11:12 ET"
FDX,226.63,Put,220,2023-06-23,2,0.32,0.36,0.4,0.32,4863,2075,2.34,39.28%,-0.100513,"11:12 ET"
COIN,57.74,Call,58,2023-06-23,2,1.65,1.68,1.71,1.68,5631,2409,2.34,96.75%,0.518712,"11:12 ET"
SNOW,175.95,Call,190,2023-06-23,2,0.46,0.48,0.49,0.47,9117,3909,2.33,83.22%,0.09535,"11:12 ET"
DIS,88.5,Call,89,2023-06-30,9,1.26,1.27,1.28,1.22,835,360,2.32,24.14%,0.489987,"11:08 ET"
AMD,112.93,Call,119,2023-06-30,9,1.27,1.28,1.29,1.27,1727,746,2.32,52.09%,0.243897,"11:12 ET"
NFLX,429.26,Put,420,2023-06-23,2,3.1,3.18,3.25,3.1,4040,1739,2.32,42.37%,-0.342668,"11:13 ET"
BUD,56.56,Call,56,2023-06-23,2,0.75,0.8,0.85,0.85,712,308,2.31,29.79%,0.688777,"11:07 ET"
NVDA,423.2,Call,465,2023-07-14,23,5.5,5.58,5.65,5.45,1866,813,2.3,44.52%,0.217777,"11:09 ET"
AMD,112.93,Call,119,2023-06-23,2,0.32,0.33,0.33,0.32,8134,3529,2.3,68.18%,0.118026,"11:12 ET"
IEP,28.37,Put,27,2023-06-23,2,0.25,0.3,0.35,0.25,2015,879,2.29,78.76%,-0.248851,"11:09 ET"
PTON,7.43,Put,7.5,2023-06-23,2,0.29,0.3,0.31,0.3,1406,617,2.28,96.30%,-0.60485,"11:12 ET"
XOM,103.88,Call,104,2023-06-23,2,0.88,0.9,0.91,0.9,2128,932,2.28,29.48%,0.502464,"11:12 ET"
AGNC,10.2,Put,10,2023-07-21,30,0.19,0.21,0.23,0.2,5075,2222,2.28,22.22%,-0.409919,"11:02 ET"
MARA,12.25,Put,11.5,2023-06-30,9,0.7,0.72,0.73,0.73,748,329,2.27,153.08%,-0.325809,"11:12 ET"
RIVN,14.81,Call,18,2023-06-30,9,0.14,0.16,0.18,0.16,1419,625,2.27,112.89%,0.132967,"11:08 ET"
BYND,11.92,Put,11.5,2023-06-30,9,0.67,0.69,0.71,0.69,525,233,2.25,123.69%,-0.38041,"10:48 ET"
MRVL,59.23,Call,61,2023-06-23,2,0.23,0.24,0.24,0.25,1694,753,2.25,55.12%,0.183308,"11:08 ET"
NVDA,423.2,Call,435,2023-06-23,2,2.31,2.33,2.35,2.32,18291,8117,2.25,54.37%,0.237255,"11:13 ET"
AMD,112.93,Put,116,2023-06-23,2,4.7,4.78,4.85,4.81,11116,4991,2.23,65.93%,-0.760047,"11:12 ET"
LOGI,54.17,Call,57.5,2023-07-21,30,0.55,0.58,0.6,0.55,1565,704,2.22,26.80%,0.235048,"11:07 ET"
COST,517.73,Put,525,2023-06-23,2,5.6,5.88,6.15,7.41,556,252,2.21,16.66%,-0.786083,"10:52 ET"
MANU,23.17,Call,23.5,2023-06-23,2,0.35,0.83,1.3,0.75,535,243,2.2,146.38%,0.433941,"11:04 ET"
F,13.99,Put,13.5,2023-07-21,30,0.26,0.27,0.27,0.26,718,326,2.2,28.13%,-0.333602,"11:08 ET"
TSLA,267.97,Call,282.5,2023-06-23,2,1.14,1.15,1.16,1.16,12134,5529,2.19,88.65%,0.1368,"11:13 ET"
TSLA,267.97,Call,280,2023-06-30,9,4.9,4.93,4.95,4.94,14243,6510,2.19,68.50%,0.293746,"11:12 ET"
NVDA,423.2,Put,460,2023-06-23,2,37.75,38.18,38.6,38.07,744,342,2.18,66.11%,-0.959613,"11:13 ET"
AMD,112.93,Put,116,2023-07-07,16,6.5,6.58,6.65,6.24,719,331,2.17,46.01%,-0.621541,"11:06 ET"
BLNK,6.26,Call,6.5,2023-06-30,9,0.21,0.22,0.24,0.22,1352,626,2.16,79.80%,0.414924,"10:50 ET"
SNOW,175.95,Call,185,2023-06-23,2,0.9,0.93,0.96,0.98,5327,2465,2.16,78.28%,0.174966,"11:11 ET"
LRCX,605.77,Call,635,2023-06-23,2,0.52,0.58,0.63,0.6,511,238,2.15,46.52%,0.066781,"11:10 ET"
COIN,57.74,Call,59,2023-06-23,2,1.2,1.23,1.25,1.22,4250,1979,2.15,95.71%,0.422828,"11:12 ET"
GOOGL,120.47,Call,122,2023-07-07,16,1.79,1.99,2.18,1.92,751,351,2.14,25.18%,0.425422,"11:01 ET"
SLB,48,Call,49,2023-06-30,9,0.66,0.68,0.69,0.65,766,358,2.14,33.87%,0.386851,"11:05 ET"
UPST,30.83,Put,31,2023-06-30,9,2.15,2.18,2.2,2.11,1473,689,2.14,107.97%,-0.479877,"11:05 ET"
COIN,57.74,Put,53,2023-06-23,2,0.2,0.21,0.22,0.22,2327,1086,2.14,100.37%,-0.103652,"11:11 ET"
MARA,12.25,Call,13,2023-07-07,16,1.03,1.09,1.14,1.08,1830,861,2.13,125.58%,0.489012,"11:09 ET"
TSLA,267.97,Call,292.5,2023-06-23,2,0.5,0.51,0.51,0.51,10283,4817,2.13,94.90%,0.065089,"11:12 ET"
CRWD,145.04,Put,135,2023-06-30,9,0.96,0.99,1.02,0.97,1101,519,2.12,44.58%,-0.173789,"11:12 ET"
TSLA,267.97,Put,280,2023-06-30,9,22.2,22.3,22.4,22,1290,609,2.12,68.10%,-0.709535,"11:10 ET"
SHOP,62.38,Call,64,2023-06-23,2,0.44,0.45,0.46,0.48,2882,1362,2.12,63.14%,0.262214,"11:12 ET"
AMD,112.93,Put,110,2023-06-23,2,1.24,1.25,1.26,1.25,10211,4814,2.12,63.50%,-0.345806,"11:12 ET"
RIOT,11.49,Call,12,2023-06-23,2,0.32,0.33,0.34,0.34,15807,7467,2.12,146.46%,0.402055,"11:12 ET"
MARA,12.25,Call,8,2023-07-21,30,4.45,4.53,4.6,4.51,831,393,2.11,86.82%,0.97227,"10:51 ET"
META,280.51,Put,280,2023-06-30,9,6.15,6.2,6.25,6.2,2603,1234,2.11,35.51%,-0.488733,"11:12 ET"
INTC,33.78,Call,36,2023-06-23,2,0.18,0.19,0.19,0.18,11567,5474,2.11,78.98%,0.173111,"11:12 ET"
UBER,42.24,Call,45,2023-12-15,177,3.65,3.7,3.75,3.75,5463,2605,2.1,39.46%,0.487048,"11:07 ET"
MARA,12.25,Put,11.5,2023-06-23,2,0.25,0.26,0.26,0.27,3177,1520,2.09,174.17%,-0.249563,"11:12 ET"
KTOS,14.82,Call,17.5,2024-01-19,212,0.9,1,1.1,1.06,948,456,2.08,38.74%,0.395469,"11:12 ET"
PTON,7.43,Call,8.5,2023-06-30,9,0.1,0.11,0.11,0.11,660,320,2.06,97.43%,0.190685,"10:47 ET"
TSLA,267.97,Put,282.5,2023-06-23,2,21.2,21.3,21.4,21.2,733,355,2.06,85.82%,-0.872311,"11:12 ET"
NVDA,423.2,Call,460,2023-06-30,9,2.38,2.4,2.42,2.37,2980,1457,2.05,49.44%,0.146945,"11:12 ET"
TSLA,267.97,Call,267.5,2023-06-30,9,8.5,8.55,8.6,8.6,3455,1696,2.04,65.57%,0.449168,"11:12 ET"
GOOG,121.2,Call,122,2023-06-23,2,0.78,0.79,0.8,0.84,1935,953,2.03,32.67%,0.388752,"11:12 ET"
TSLA,267.97,Put,262.5,2023-06-30,9,10.55,10.55,10.55,10.55,3136,1545,2.03,64.46%,-0.479261,"11:13 ET"
RIOT,11.49,Call,13,2023-06-23,2,0.13,0.14,0.14,0.13,5193,2552,2.03,158.93%,0.184026,"11:12 ET"
NVDA,423.2,Call,475,2023-07-07,16,2.56,2.58,2.6,2.5,692,343,2.02,46.91%,0.129602,"11:04 ET"
ON,88.34,Put,89,2023-06-23,2,1.75,1.8,1.84,1.7,538,267,2.01,42.83%,-0.655823,"11:07 ET"
MSFT,333.6,Call,335,2023-06-23,2,1.91,1.93,1.95,1.92,5499,2755,2,28.48%,0.392111,"11:13 ET"
ATVI,81.74,Put,72.5,2023-07-21,30,0.51,0.58,0.65,0.57,14074,7035,2,38.82%,-0.121172,"11:11 ET"
TSLA,267.97,Call,377.5,2023-06-30,9,0.09,0.1,0.11,0.11,647,327,1.98,94.44%,0.008834,"11:04 ET"
TSLA,267.97,Call,375,2023-06-30,9,0.1,0.11,0.12,0.13,1280,645,1.98,92.95%,0.008957,"11:00 ET"
MARA,12.25,Put,11,2023-06-30,9,0.5,0.52,0.54,0.53,2016,1016,1.98,151.56%,-0.260904,"11:10 ET"
MRO,23.18,Call,23.5,2023-06-23,2,0.15,0.16,0.17,0.16,1542,787,1.96,42.22%,0.338323,"11:12 ET"
UBER,42.24,Call,43,2023-06-23,2,0.15,0.16,0.16,0.15,3203,1633,1.96,42.96%,0.203859,"11:12 ET"
LNG,151.19,Put,130,2023-07-21,30,0.15,0.22,0.3,0.25,5231,2672,1.96,31.86%,-0.04296,"09:41 ET"
NVDA,423.2,Call,440,2023-06-23,2,1.52,1.54,1.55,1.53,24240,12370,1.96,56.15%,0.166986,"11:12 ET"
PLTR,14.63,Put,14,2023-06-23,2,0.21,0.22,0.22,0.21,9396,4829,1.95,98.50%,-0.300803,"11:13 ET"
TSLA,267.97,Call,300,2023-06-23,2,0.27,0.28,0.28,0.28,56470,29060,1.94,99.50%,0.037231,"11:13 ET"
DE,415.69,Put,400,2023-06-23,2,0.17,0.22,0.26,0.21,520,269,1.93,35.01%,-0.046507,"11:11 ET"
MARA,12.25,Call,13,2023-07-21,30,1.4,1.43,1.46,1.49,2187,1132,1.93,115.61%,0.518216,"11:06 ET"
TSLA,267.97,Put,270,2023-07-14,23,20.5,20.65,20.8,20.85,769,401,1.92,63.68%,-0.534914,"11:12 ET"
GOOG,121.2,Call,123,2023-06-23,2,0.48,0.49,0.5,0.51,2034,1058,1.92,33.27%,0.271421,"11:12 ET"
AMZN,124.82,Put,124,2023-06-23,2,1.32,1.33,1.34,1.33,11505,5998,1.92,36.00%,-0.497985,"11:12 ET"
AMD,112.93,Put,106,2023-06-30,9,1.19,1.2,1.21,1.22,831,435,1.91,49.87%,-0.227456,"11:11 ET"
AMZN,124.82,Call,125,2023-06-23,2,0.95,0.96,0.97,0.95,19167,10036,1.91,38.13%,0.39115,"11:12 ET"
UPST,30.83,Call,32.5,2023-06-23,2,0.58,0.6,0.62,0.63,568,301,1.89,136.43%,0.314894,"11:10 ET"
FDX,226.63,Put,225,2023-06-30,9,2.37,2.46,2.54,2.42,624,330,1.89,27.21%,-0.357334,"11:05 ET"
FDX,226.63,Call,237.5,2023-06-23,2,0.26,0.3,0.33,0.29,1004,530,1.89,40.15%,0.092771,"11:07 ET"
PYPL,67.31,Call,70,2023-12-15,177,6.75,6.83,6.9,6.8,1570,831,1.89,37.66%,0.539313,"11:02 ET"
GOOG,121.2,Put,121,2023-06-23,2,1.01,1.03,1.05,0.99,2463,1305,1.89,30.60%,-0.476988,"11:11 ET"
MRVL,59.23,Put,50,2023-08-18,58,0.87,0.89,0.91,0.83,4771,2545,1.87,44.67%,-0.151282,"11:02 ET"
GOOGL,120.47,Put,120,2023-06-30,9,1.73,1.8,1.87,1.76,4841,2594,1.87,26.53%,-0.453813,"11:12 ET"
GOOGL,120.47,Call,123,2023-06-23,2,0.32,0.33,0.34,0.33,6142,3280,1.87,33.76%,0.199115,"11:12 ET"
NET,63.87,Put,63,2023-06-23,2,1.1,1.13,1.15,1.1,577,311,1.86,73.03%,-0.423809,"11:12 ET"
SQ,65.14,Put,64,2023-06-23,2,0.69,0.7,0.71,0.71,1779,955,1.86,60.34%,-0.353242,"11:12 ET"
RIOT,11.49,Call,12.5,2023-06-30,9,0.54,0.55,0.56,0.54,2592,1395,1.86,120.98%,0.386946,"11:11 ET"
FDX,226.63,Call,235,2023-06-23,2,0.46,0.53,0.59,0.5,4155,2236,1.86,37.89%,0.152152,"11:11 ET"
PYPL,67.31,Put,68,2023-06-23,2,1.02,1.04,1.05,1.07,3302,1790,1.84,42.38%,-0.559541,"11:12 ET"
NFLX,429.26,Put,427.5,2023-06-23,2,6.6,6.75,6.9,6.55,1089,599,1.82,43.72%,-0.561258,"11:12 ET"
NVDA,423.2,Call,425,2023-06-23,2,5.25,5.3,5.35,5.25,11978,6582,1.82,52.00%,0.442263,"11:13 ET"
GOOGL,120.47,Put,119,2023-07-21,30,2.59,2.62,2.65,2.62,538,298,1.81,25.21%,-0.405997,"11:12 ET"
AAP,68.2,Call,69,2023-06-30,9,1.4,1.45,1.5,1.45,2240,1240,1.81,37.18%,0.480265,"11:11 ET"
RIVN,14.81,Call,16,2023-06-30,9,0.35,0.36,0.36,0.35,8204,4523,1.81,93.72%,0.283372,"11:12 ET"
TSLA,267.97,Call,285,2023-06-23,2,0.93,0.94,0.95,0.95,22796,12583,1.81,90.40%,0.114307,"11:12 ET"
GOOG,121.2,Call,121,2023-06-23,2,1.23,1.25,1.27,1.3,699,388,1.8,33.07%,0.522895,"11:11 ET"
XPEV,10.78,Put,9,2023-07-07,16,0.1,0.11,0.12,0.1,792,441,1.8,72.87%,-0.117641,"11:06 ET"
TSLA,267.97,Call,362.5,2023-06-30,9,0.17,0.18,0.18,0.19,1879,1044,1.8,90.44%,0.013959,"11:03 ET"
INTC,33.78,Call,34.5,2023-06-23,2,0.52,0.53,0.53,0.53,4045,2241,1.8,74.00%,0.408188,"11:12 ET"
FDX,226.63,Call,230,2023-06-23,2,1.48,1.56,1.64,1.58,2041,1138,1.79,34.85%,0.387633,"11:11 ET"
MARA,12.25,Call,14.5,2023-06-30,9,0.54,0.57,0.59,0.55,678,383,1.77,158.29%,0.31304,"11:12 ET"
AI,38.26,Call,42.5,2023-06-23,2,0.65,0.68,0.7,0.7,1476,834,1.77,198.45%,0.232221,"11:12 ET"
CSCO,50.97,Put,45,2023-08-18,58,0.27,0.29,0.3,0.28,4389,2480,1.77,26.80%,-0.103033,"10:58 ET"
QURE,11.64,Put,10,2023-07-21,30,0.25,0.3,0.35,0.3,6564,3710,1.77,73.89%,-0.196914,"10:59 ET"
DIS,88.5,Call,88,2023-06-23,2,1.17,1.19,1.2,1.17,738,420,1.76,27.76%,0.666923,"11:07 ET"
PFE,38.89,Call,41,2023-07-21,30,0.23,0.24,0.24,0.24,876,498,1.76,18.55%,0.208791,"11:12 ET"
NVDA,423.2,Put,420,2023-06-23,2,5.35,5.4,5.45,5.35,20946,11891,1.76,51.77%,-0.435816,"11:12 ET"
MARA,12.25,Call,12,2023-07-07,16,1.45,1.5,1.54,1.5,1702,971,1.75,123.24%,0.609203,"11:08 ET"
TSLA,267.97,Put,255,2023-06-23,2,2.78,2.79,2.8,2.8,20632,11772,1.75,75.18%,-0.295257,"11:13 ET"
BYND,11.92,Call,17,2023-06-30,9,0.13,0.16,0.18,0.14,500,287,1.74,162.32%,0.10613,"10:41 ET"
MARA,12.25,Call,12,2023-07-28,37,1.94,2.01,2.08,2.02,583,335,1.74,114.14%,0.616101,"11:08 ET"
DIS,88.5,Call,90,2023-06-23,2,0.29,0.3,0.3,0.3,2789,1604,1.74,28.95%,0.262952,"11:12 ET"
NKLA,1.41,Put,2,2023-06-23,2,0.63,0.64,0.65,0.61,500,289,1.73,469.39%,-0.799366,"11:07 ET"
AMAT,136.69,Put,140,2023-08-18,58,8.8,8.85,8.9,8.95,554,320,1.73,33.08%,-0.544393,"11:12 ET"
RIVN,14.81,Call,15.5,2023-07-28,37,1.13,1.17,1.21,1.18,554,320,1.73,83.60%,0.464138,"11:05 ET"
COIN,57.74,Put,57,2023-07-21,30,5,5.05,5.1,5.05,618,357,1.73,86.26%,-0.417047,"11:10 ET"
RIOT,11.49,Call,12.5,2023-07-07,16,0.66,0.68,0.7,0.68,794,460,1.73,105.21%,0.414845,"11:11 ET"
PBR,14.8,Call,15,2023-06-23,2,0.1,0.11,0.11,0.12,1551,898,1.73,47.91%,0.316351,"11:05 ET"
RIOT,11.49,Put,11.5,2023-06-23,2,0.4,0.42,0.43,0.42,1958,1131,1.73,139.08%,-0.441878,"11:12 ET"
YPF,14.91,Call,16,2023-10-20,121,1.45,1.53,1.6,1.55,573,334,1.72,56.49%,0.491787,"11:10 ET"
MARA,12.25,Call,14.5,2023-06-23,2,0.21,0.22,0.22,0.2,1298,759,1.71,224.34%,0.20098,"11:12 ET"
JPM,142.66,Put,140,2023-06-23,2,0.11,0.11,0.12,0.12,2334,1364,1.71,24.12%,-0.098646,"11:12 ET"
FSR,5.49,Call,6.5,2023-07-14,23,0.18,0.2,0.22,0.21,501,295,1.7,98.07%,0.283584,"11:00 ET"
PTON,7.43,Put,5,2024-06-21,366,0.93,0.97,1,0.93,2000,1175,1.7,84.13%,-0.178063,"10:14 ET"
BABA,87.47,Call,120,2025-12-19,912,15.5,16.08,16.65,16.63,602,357,1.69,42.32%,0.511468,"09:58 ET"
MSTR,324.84,Call,350,2023-06-23,2,2.46,2.73,3,2.5,603,356,1.69,97.88%,0.195996,"11:10 ET"
DLO,12.5,Call,14,2023-07-21,30,0.3,0.35,0.4,0.4,1738,1028,1.69,67.22%,0.29432,"10:42 ET"
GOOG,121.2,Put,120,2023-08-18,58,4.55,4.6,4.65,4.6,7087,4182,1.69,28.88%,-0.425193,"11:07 ET"
MSFT,333.6,Put,332.5,2023-06-23,2,2.48,2.5,2.52,2.5,3556,2112,1.68,27.87%,-0.467773,"11:13 ET"
META,280.51,Call,282.5,2023-06-23,2,2.2,2.23,2.25,2.25,5287,3139,1.68,41.27%,0.383171,"11:12 ET"
TSLA,267.97,Call,285,2023-06-30,9,3.9,3.95,4,4,6073,3606,1.68,70.20%,0.24596,"11:13 ET"
META,280.51,Put,277.5,2023-06-23,2,2.45,2.48,2.5,2.45,3490,2090,1.67,42.34%,-0.389896,"11:13 ET"
NIO,9.35,Put,9.5,2023-06-23,2,0.45,0.46,0.46,0.47,5726,3421,1.67,88.09%,-0.70555,"11:12 ET"
TSLA,267.97,Call,265,2023-06-23,2,4.75,4.78,4.8,4.75,19532,11702,1.67,76.84%,0.441137,"11:13 ET"
U,38.24,Call,41.5,2023-06-23,2,0.18,0.19,0.2,0.28,510,307,1.66,108.19%,0.12975,"11:02 ET"
CNC,66.35,Call,67,2023-06-23,2,0.4,0.43,0.45,0.4,781,471,1.66,28.29%,0.40491,"11:09 ET"
NVDA,423.2,Call,495,2023-07-21,30,3.7,3.75,3.8,3.67,1257,756,1.66,46.75%,0.138172,"11:12 ET"
TSLA,267.97,Call,275,2023-06-30,9,6.1,6.15,6.2,6.18,14438,8706,1.66,67.27%,0.350608,"11:12 ET"
NFLX,429.26,Call,440,2023-06-30,9,4.65,4.73,4.8,4.7,3044,1841,1.65,38.20%,0.29976,"11:11 ET"
AMD,112.93,Put,106,2023-06-23,2,0.35,0.36,0.36,0.37,2363,1444,1.64,66.14%,-0.127215,"11:12 ET"
TSLA,267.97,Call,325,2023-07-14,23,3.15,3.18,3.2,3.2,808,497,1.63,72.39%,0.141952,"11:12 ET"
LCID,6.09,Call,6.5,2023-07-14,23,0.29,0.3,0.3,0.33,1043,641,1.63,78.59%,0.392003,"10:57 ET"
DIS,88.5,Call,89,2023-06-23,2,0.61,0.62,0.63,0.63,1404,862,1.63,28.26%,0.453822,"11:12 ET"
FDX,226.63,Put,230,2023-06-23,2,3.5,3.65,3.8,3.75,2865,1756,1.63,41.07%,-0.594396,"11:11 ET"
SE,59.89,Put,45,2023-08-18,58,0.81,0.83,0.84,0.8,4044,2483,1.63,64.02%,-0.101889,"10:41 ET"
TSLA,267.97,Call,290,2023-06-23,2,0.62,0.63,0.63,0.63,22213,13708,1.62,93.51%,0.078855,"11:12 ET"
FDX,226.63,Put,217.5,2023-06-23,2,0.18,0.21,0.23,0.25,2051,1270,1.61,43.17%,-0.06378,"11:08 ET"
MSFT,333.6,Call,342.5,2023-06-23,2,0.39,0.4,0.41,0.41,6093,3792,1.61,30.96%,0.111923,"11:12 ET"
PLTR,14.63,Call,15.5,2023-06-23,2,0.12,0.13,0.13,0.13,7531,4673,1.61,105.89%,0.209749,"11:13 ET"
MARA,12.25,Put,13,2023-06-23,2,1.08,1.09,1.09,1.08,877,548,1.6,205.18%,-0.584194,"11:12 ET"
TSM,102.39,Call,104,2023-06-23,2,0.39,0.4,0.4,0.38,1425,890,1.6,39.58%,0.230944,"11:11 ET"
NFLX,429.26,Put,430,2023-06-23,2,8.2,8.35,8.5,8.31,3160,1970,1.6,44.04%,-0.630131,"11:12 ET"
AAPL,183.34,Put,182.5,2023-06-23,2,0.99,1,1,1,26854,16809,1.6,22.84%,-0.433292,"11:12 ET"
SBLK,18.25,Put,16,2023-11-17,149,1,2.95,4.9,1,500,314,1.59,37.74%,-0.302085,"10:00 ET"
MARA,12.25,Call,12,2023-06-30,9,1.31,1.33,1.35,1.35,10073,6352,1.59,145.12%,0.6093,"11:12 ET"
TSLA,267.97,Put,257.5,2023-06-23,2,3.6,3.65,3.7,3.6,10926,6886,1.59,74.26%,-0.357004,"11:12 ET"
FDX,226.63,Call,227.5,2023-06-23,2,2.57,2.69,2.81,2.68,532,337,1.58,34.08%,0.555973,"11:11 ET"
ETSY,95.12,Put,93,2023-06-23,2,0.94,1.04,1.14,0.99,845,534,1.58,53.96%,-0.372842,"11:08 ET"
ADBE,479.66,Put,435,2023-07-21,30,3.45,3.55,3.65,3.25,1368,865,1.58,33.22%,-0.145767,"11:04 ET"
GOOGL,120.47,Put,122,2023-06-23,2,2.08,2.1,2.12,2.06,3123,1974,1.58,31.11%,-0.715546,"11:12 ET"
COIN,57.74,Put,58,2023-06-23,2,1.6,1.67,1.74,1.69,1000,637,1.57,99.97%,-0.481234,"11:12 ET"
PLUG,9.7,Put,9.5,2023-06-23,2,0.18,0.19,0.19,0.18,4403,2816,1.56,92.24%,-0.377303,"11:11 ET"
TSLA,267.97,Put,265,2023-07-07,16,15.65,15.73,15.8,15.65,2173,1399,1.55,66.05%,-0.49733,"11:12 ET"
AMD,112.93,Call,122,2023-06-23,2,0.14,0.15,0.15,0.15,10567,6811,1.55,73.00%,0.058935,"11:12 ET"
U,38.24,Call,43,2023-06-30,9,0.42,0.44,0.46,0.45,882,574,1.54,82.89%,0.179125,"11:12 ET"
AI,38.26,Put,30,2023-07-14,23,0.85,0.95,1.05,0.96,595,388,1.53,107.07%,-0.158647,"11:12 ET"
TSLA,267.97,Call,275,2023-07-07,16,9.8,9.85,9.9,9.85,4227,2758,1.53,67.62%,0.402058,"11:13 ET"
CHPT,7.91,Call,8,2023-06-30,9,0.32,0.33,0.33,0.34,593,391,1.52,77.91%,0.470937,"11:11 ET"
RIOT,11.49,Call,13.5,2023-07-07,16,0.43,0.45,0.47,0.46,603,396,1.52,111.26%,0.300994,"11:07 ET"
NVDA,423.2,Call,495,2023-06-30,9,0.59,0.6,0.61,0.59,644,423,1.52,56.16%,0.04043,"11:06 ET"
RIOT,11.49,Call,12,2023-08-18,58,1.69,1.72,1.75,1.7,816,536,1.52,99.19%,0.553666,"11:11 ET"
GOOG,121.2,Call,122,2023-06-30,9,1.69,1.73,1.78,1.77,838,552,1.52,27.90%,0.452843,"11:10 ET"
VZ,35.86,Call,39,2024-01-19,212,0.87,0.89,0.9,0.88,2693,1771,1.52,19.33%,0.286368,"10:58 ET"
TSLA,267.97,Put,245,2023-06-30,9,3.7,3.73,3.75,3.7,4543,2995,1.52,64.00%,-0.229798,"11:13 ET"
TSLA,267.97,Put,252.5,2023-06-23,2,2.09,2.09,2.1,2.1,11829,7767,1.52,75.36%,-0.237717,"11:13 ET"
DIS,88.5,Call,90,2023-07-07,16,1.19,1.2,1.21,1.21,582,385,1.51,22.63%,0.410279,"11:00 ET"
SBUX,101.51,Put,102,2023-06-23,2,0.75,0.77,0.78,0.75,1386,919,1.51,21.90%,-0.539358,"11:12 ET"
PYPL,67.31,Put,67,2023-06-23,2,0.53,0.54,0.55,0.56,2350,1569,1.5,41.49%,-0.370872,"11:12 ET"
AFRM,15.25,Put,16,2023-06-23,2,0.93,0.95,0.96,0.94,3650,2431,1.5,105.28%,-0.714463,"11:09 ET"
THO,94.99,Call,100,2023-07-21,30,1.2,1.25,1.3,1.55,517,346,1.49,28.92%,0.271261,"10:43 ET"
BIVI,5.61,Call,7.5,2023-07-21,30,0.3,0.35,0.4,0.3,555,372,1.49,132.92%,0.276502,"11:00 ET"
AMD,112.93,Put,107,2023-06-23,2,0.49,0.5,0.5,0.49,950,639,1.49,64.93%,-0.167382,"11:12 ET"
BABA,87.47,Call,91,2023-06-23,2,0.27,0.28,0.29,0.29,9020,6063,1.49,57.96%,0.152319,"11:12 ET"
MARA,12.25,Call,12,2023-07-14,23,1.63,1.67,1.7,1.78,772,520,1.48,116.07%,0.610376,"11:05 ET"
TSLA,267.97,Put,250,2023-06-23,2,1.54,1.56,1.57,1.56,31882,21509,1.48,75.92%,-0.187839,"11:13 ET"
UBER,42.24,Call,42.5,2023-06-23,2,0.26,0.27,0.28,0.27,591,401,1.47,42.48%,0.32075,"11:12 ET"
AMZN,124.82,Put,119,2023-06-23,2,0.14,0.15,0.15,0.14,3680,2527,1.46,40.24%,-0.082215,"11:12 ET"
BUD,56.56,Call,60,2023-08-18,58,1.05,1.1,1.15,1.15,520,359,1.45,25.58%,0.32246,"10:55 ET"
TSLA,267.97,Put,280,2023-07-07,16,25.4,25.58,25.75,25.4,676,466,1.45,67.62%,-0.648714,"11:11 ET"
CVNA,22.9,Put,23,2023-06-23,2,1.11,1.14,1.17,1.17,2419,1672,1.45,155.32%,-0.512698,"11:09 ET"
EOSE,3.47,Call,3.5,2023-08-18,58,0.8,0.85,0.9,0.87,1407,986,1.43,162.83%,0.623636,"10:42 ET"
